date,city,tavg,tmin,tmax,prcp
2021-05-22,Antananarivo,14.5,8.5,20.0,0.0
2021-05-23,Antananarivo,15.1,9.9,21.1,0.0
2021-05-24,Antananarivo,15.3,11.9,19.8,2.0
2021-05-25,Antananarivo,15.5,12.4,20.7,1.3
2021-05-26,Antananarivo,15.1,11.2,20.7,0.0
2021-05-27,Antananarivo,15.8,11.0,21.5,0.0
2021-05-28,Antananarivo,14.9,10.0,22.0,0.0
2021-05-29,Antananarivo,15.0,8.0,22.8,0.0
2021-05-30,Antananarivo,16.4,9.7,23.5,0.0
2021-05-31,Antananarivo,17.2,10.8,23.4,0.2
2021-06-01,Antananarivo,17.4,14.6,21.4,0.2
2021-06-02,Antananarivo,15.9,11.8,21.3,0.0
2021-06-03,Antananarivo,15.8,10.5,22.1,0.0
2021-06-04,Antananarivo,16.9,13.2,22.0,0.0
2021-06-05,Antananarivo,16.3,11.5,22.4,0.0
2021-06-06,Antananarivo,15.2,12.0,19.8,1.0
2021-06-07,Antananarivo,13.6,11.0,18.1,0.0
2021-06-08,Antananarivo,13.3,9.1,18.4,0.0
2021-06-09,Antananarivo,12.8,7.9,18.7,0.0
2021-06-10,Antananarivo,13.6,10.0,19.8,0.0
2021-06-11,Antananarivo,13.7,9.3,19.6,0.0
2021-06-12,Antananarivo,15.2,11.5,19.5,1.1
2021-06-13,Antananarivo,16.4,13.9,19.6,12.7
2021-06-14,Antananarivo,15.6,12.1,18.6,31.6
2021-06-15,Antananarivo,14.5,9.7,21.3,0.0
2021-06-16,Antananarivo,14.2,10.7,18.4,0.0
2021-06-17,Antananarivo,13.1,9.3,18.8,0.0
2021-06-18,Antananarivo,13.8,8.4,20.6,0.0
2021-06-19,Antananarivo,14.0,9.9,20.4,0.0
2021-06-20,Antananarivo,13.6,9.9,18.3,0.0
2021-06-21,Antananarivo,12.9,9.0,16.6,0.2
2021-06-22,Antananarivo,12.4,8.3,17.6,0.0
2021-06-23,Antananarivo,12.7,10.0,17.4,0.0
2021-06-24,Antananarivo,12.5,6.9,19.0,0.0
2021-06-25,Antananarivo,13.8,10.4,19.6,0.0
2021-06-26,Antananarivo,13.8,10.4,18.9,0.0
2021-06-27,Antananarivo,13.8,9.6,19.6,0.0
2021-06-28,Antananarivo,13.6,8.0,20.3,0.0
2021-06-29,Antananarivo,14.6,9.5,21.2,0.0
2021-06-30,Antananarivo,14.2,9.5,19.5,0.0
2021-07-01,Antananarivo,13.7,8.7,20.1,0.0
2021-07-02,Antananarivo,14.6,9.4,21.3,0.0
2021-07-03,Antananarivo,14.7,11.6,19.7,0.0
2021-07-04,Antananarivo,14.1,9.1,21.1,0.0
2021-07-05,Antananarivo,13.4,7.8,20.0,0.1
2021-07-06,Antananarivo,14.0,9.2,20.1,2.8
2021-07-07,Antananarivo,14.3,11.6,17.9,1.6
2021-07-08,Antananarivo,14.2,10.8,19.5,0.0
2021-07-09,Antananarivo,15.0,11.8,19.0,1.0
2021-07-10,Antananarivo,15.3,12.6,19.5,0.0
2021-07-11,Antananarivo,14.4,11.6,19.7,0.0
2021-07-12,Antananarivo,14.7,11.4,19.2,0.0
2021-07-13,Antananarivo,14.2,11.6,18.9,0.0
2021-07-14,Antananarivo,13.4,7.6,18.8,0.0
2021-07-15,Antananarivo,13.8,10.7,18.5,0.0
2021-07-16,Antananarivo,13.6,8.9,19.9,0.0
2021-07-17,Antananarivo,14.2,11.3,19.4,0.0
2021-07-18,Antananarivo,14.6,10.5,19.8,0.0
2021-07-19,Antananarivo,15.1,12.5,19.8,0.4
2021-07-20,Antananarivo,15.2,12.3,19.3,0.4
2021-07-21,Antananarivo,15.0,11.0,19.8,0.1
2021-07-22,Antananarivo,13.5,9.6,19.1,0.0
2021-07-23,Antananarivo,13.6,7.2,20.2,0.0
2021-07-24,Antananarivo,13.6,8.4,19.9,0.0
2021-07-25,Antananarivo,13.6,11.2,17.1,0.2
2021-07-26,Antananarivo,13.1,10.7,17.4,0.0
2021-07-27,Antananarivo,13.4,9.0,20.0,0.5
2021-07-28,Antananarivo,12.5,6.5,19.7,0.0
2021-07-29,Antananarivo,14.1,9.4,19.1,0.0
2021-07-30,Antananarivo,14.7,11.8,19.7,0.5
2021-07-31,Antananarivo,13.7,8.8,20.1,0.0
2021-08-01,Antananarivo,13.1,7.4,18.3,0.3
2021-08-02,Antananarivo,14.8,10.9,20.6,0.0
2021-08-03,Antananarivo,14.9,9.3,22.2,0.0
2021-08-04,Antananarivo,14.6,11.0,18.7,0.3
2021-08-05,Antananarivo,13.7,10.9,18.1,0.1
2021-08-06,Antananarivo,13.7,7.8,20.5,0.0
2021-08-07,Antananarivo,15.0,9.4,21.8,0.0
2021-08-08,Antananarivo,15.2,9.4,22.0,0.0
2021-08-09,Antananarivo,14.8,9.8,21.6,0.0
2021-08-10,Antananarivo,15.6,10.7,22.2,0.0
2021-08-11,Antananarivo,14.7,10.4,19.2,0.0
2021-08-12,Antananarivo,15.2,7.7,23.4,0.0
2021-08-13,Antananarivo,16.9,11.1,24.0,0.0
2021-08-14,Antananarivo,15.9,11.7,20.7,0.0
2021-08-15,Antananarivo,14.0,11.0,18.2,0.0
2021-08-16,Antananarivo,12.6,8.0,17.3,0.0
2021-08-17,Antananarivo,13.1,9.7,17.1,0.0
2021-08-18,Antananarivo,13.8,10.2,19.5,0.0
2021-08-19,Antananarivo,16.3,9.9,24.3,0.0
2021-08-20,Antananarivo,18.8,14.3,26.3,0.1
2021-08-21,Antananarivo,18.6,13.8,25.3,0.0
2021-08-22,Antananarivo,17.2,12.1,24.1,0.0
2021-08-23,Antananarivo,16.0,8.4,24.8,0.0
2021-08-24,Antananarivo,16.1,11.4,23.3,0.0
2021-08-25,Antananarivo,17.2,12.1,25.4,0.2
2021-08-26,Antananarivo,15.8,9.6,23.1,0.0
2021-08-27,Antananarivo,14.9,10.7,20.2,0.0
2021-08-28,Antananarivo,14.7,9.6,19.5,0.1
2021-08-29,Antananarivo,16.8,13.8,21.6,0.2
2021-08-30,Antananarivo,16.9,14.4,21.2,8.3
2021-08-31,Antananarivo,17.6,12.8,23.3,0.1
2021-09-01,Antananarivo,18.1,13.6,24.5,0.0
2021-09-02,Antananarivo,15.8,10.1,22.5,0.0
2021-09-03,Antananarivo,15.4,11.1,21.9,0.0
2021-09-04,Antananarivo,14.9,11.1,20.2,0.0
2021-09-05,Antananarivo,14.2,10.8,19.1,0.3
2021-09-06,Antananarivo,14.7,11.0,20.5,0.0
2021-09-07,Antananarivo,14.2,9.5,19.4,0.1
2021-09-08,Antananarivo,15.5,9.3,23.0,0.0
2021-09-09,Antananarivo,16.6,10.4,24.7,0.0
2021-09-10,Antananarivo,16.1,11.3,22.6,0.0
2021-09-11,Antananarivo,14.5,10.8,19.2,0.3
2021-09-12,Antananarivo,14.9,11.9,19.8,0.0
2021-09-13,Antananarivo,15.4,11.6,20.4,0.0
2021-09-14,Antananarivo,16.2,11.8,22.8,0.0
2021-09-15,Antananarivo,16.6,11.8,22.9,0.0
2021-09-16,Antananarivo,17.2,11.0,25.3,0.0
2021-09-17,Antananarivo,19.3,12.5,27.7,0.0
2021-09-18,Antananarivo,19.2,12.5,28.1,0.3
2021-09-19,Antananarivo,15.3,12.2,18.8,0.1
2021-09-20,Antananarivo,14.6,12.1,17.9,0.6
2021-09-21,Antananarivo,16.4,12.4,22.1,0.0
2021-09-22,Antananarivo,17.6,11.4,25.4,0.0
2021-09-23,Antananarivo,17.6,12.7,23.8,0.2
2021-09-24,Antananarivo,16.5,12.0,23.1,0.0
2021-09-25,Antananarivo,16.9,13.4,22.5,0.3
2021-09-26,Antananarivo,16.8,12.3,22.6,0.2
2021-09-27,Antananarivo,15.6,8.9,22.8,0.0
2021-09-28,Antananarivo,16.1,10.6,21.8,2.4
2021-09-29,Antananarivo,17.3,12.2,23.8,0.0
2021-09-30,Antananarivo,17.7,12.1,25.2,0.0
2021-10-01,Antananarivo,16.6,11.6,23.1,0.0
2021-10-02,Antananarivo,17.0,11.6,23.6,0.0
2021-10-03,Antananarivo,17.2,10.9,24.1,0.0
2021-10-04,Antananarivo,19.0,13.3,26.9,0.0
2021-10-05,Antananarivo,19.4,14.3,26.4,0.0
2021-10-06,Antananarivo,19.3,14.5,25.6,0.1
2021-10-07,Antananarivo,18.6,12.9,27.5,0.2
2021-10-08,Antananarivo,15.8,12.8,20.8,0.0
2021-10-09,Antananarivo,16.3,12.6,21.3,0.0
2021-10-10,Antananarivo,17.9,12.1,25.1,0.0
2021-10-11,Antananarivo,18.1,10.8,25.8,0.1
2021-10-12,Antananarivo,18.5,12.6,25.3,0.0
2021-10-13,Antananarivo,19.8,13.0,27.3,0.0
2021-10-14,Antananarivo,20.2,15.5,27.4,0.0
2021-10-15,Antananarivo,18.6,14.2,25.6,0.0
2021-10-16,Antananarivo,17.4,10.2,25.0,0.0
2021-10-17,Antananarivo,17.7,10.9,25.1,0.0
2021-10-18,Antananarivo,18.2,10.7,26.1,0.0
2021-10-19,Antananarivo,19.6,11.5,28.3,0.0
2021-10-20,Antananarivo,19.8,13.9,27.3,0.0
2021-10-21,Antananarivo,20.2,15.5,27.6,2.2
2021-10-22,Antananarivo,21.7,13.8,30.3,0.0
2021-10-23,Antananarivo,22.7,16.0,30.6,0.0
2021-10-24,Antananarivo,21.9,14.9,30.8,0.1
2021-10-25,Antananarivo,21.0,16.9,26.4,1.3
2021-10-26,Antananarivo,19.6,14.0,26.6,0.0
2021-10-27,Antananarivo,20.8,11.9,29.9,0.0
2021-10-28,Antananarivo,20.8,15.3,29.2,2.7
2021-10-29,Antananarivo,17.0,14.4,21.9,2.8
2021-10-30,Antananarivo,18.5,13.5,25.1,0.9
2021-10-31,Antananarivo,20.1,15.1,26.2,0.1
2021-11-01,Antananarivo,21.0,14.9,28.8,0.0
2021-11-02,Antananarivo,21.5,14.6,28.3,0.1
2021-11-03,Antananarivo,21.2,14.8,28.8,2.0
2021-11-04,Antananarivo,23.4,16.1,30.9,0.0
2021-11-05,Antananarivo,23.3,16.0,32.1,0.1
2021-11-06,Antananarivo,21.9,17.6,29.6,0.7
2021-11-07,Antananarivo,21.0,17.5,27.5,2.9
2021-11-08,Antananarivo,22.4,17.3,29.9,0.0
2021-11-09,Antananarivo,22.6,15.0,31.6,0.0
2021-11-10,Antananarivo,23.7,17.6,32.0,0.0
2021-11-11,Antananarivo,24.2,18.7,32.9,0.0
2021-11-12,Antananarivo,22.4,16.7,29.6,0.0
2021-11-13,Antananarivo,22.4,14.8,30.7,0.0
2021-11-14,Antananarivo,22.7,16.2,30.9,0.1
2021-11-15,Antananarivo,23.0,16.6,31.0,0.1
2021-11-16,Antananarivo,22.4,16.1,29.7,0.5
2021-11-17,Antananarivo,22.6,15.6,30.4,0.0
2021-11-18,Antananarivo,20.5,12.6,28.4,0.0
2021-11-19,Antananarivo,20.8,12.3,29.1,0.0
2021-11-20,Antananarivo,22.0,16.9,29.8,0.0
2021-11-21,Antananarivo,21.8,15.3,30.1,0.4
2021-11-22,Antananarivo,22.8,18.0,29.1,0.1
2021-11-23,Antananarivo,22.5,16.5,30.7,0.1
2021-11-24,Antananarivo,22.2,17.3,30.9,5.9
2021-11-25,Antananarivo,20.9,16.8,29.1,11.6
2021-11-26,Antananarivo,20.1,17.5,24.6,3.7
2021-11-27,Antananarivo,19.7,16.5,26.1,19.1
2021-11-28,Antananarivo,19.5,16.9,23.8,1.0
2021-11-29,Antananarivo,19.8,16.3,26.5,4.2
2021-11-30,Antananarivo,20.2,16.6,27.2,15.4
2021-12-01,Antananarivo,20.9,16.9,26.8,0.7
2021-12-02,Antananarivo,19.2,15.5,24.4,0.5
2021-12-03,Antananarivo,19.1,13.4,25.4,0.0
2021-12-04,Antananarivo,19.9,14.8,25.3,2.5
2021-12-05,Antananarivo,20.2,13.8,27.4,0.0
2021-12-06,Antananarivo,20.3,14.0,27.2,0.0
2021-12-07,Antananarivo,20.0,14.0,26.9,0.0
2021-12-08,Antananarivo,19.6,12.9,25.7,0.0
2021-12-09,Antananarivo,20.0,13.6,26.3,0.0
2021-12-10,Antananarivo,20.6,15.2,27.7,0.0
2021-12-11,Antananarivo,20.3,15.4,26.5,0.0
2021-12-12,Antananarivo,20.1,14.8,26.0,0.0
2021-12-13,Antananarivo,19.7,14.7,26.5,2.6
2021-12-14,Antananarivo,20.4,16.2,26.5,1.8
2021-12-15,Antananarivo,20.8,15.7,27.2,0.0
2021-12-16,Antananarivo,20.3,17.0,27.7,4.2
2021-12-17,Antananarivo,20.8,14.6,27.5,0.4
2021-12-18,Antananarivo,21.6,16.5,28.8,0.4
2021-12-19,Antananarivo,22.5,16.9,29.4,1.0
2021-12-20,Antananarivo,21.6,18.1,28.9,14.1
2021-12-21,Antananarivo,21.2,17.9,28.4,29.6
2021-12-22,Antananarivo,21.4,17.3,27.6,4.9
2021-12-23,Antananarivo,22.1,17.0,28.6,0.6
2021-12-24,Antananarivo,21.8,16.1,28.7,4.4
2021-12-25,Antananarivo,22.8,17.0,29.7,0.1
2021-12-26,Antananarivo,21.4,16.9,28.0,25.2
2021-12-27,Antananarivo,20.8,17.8,27.2,25.3
2021-12-28,Antananarivo,20.5,17.7,26.6,34.1
2021-12-29,Antananarivo,20.9,17.3,27.1,17.7
2021-12-30,Antananarivo,21.2,15.9,27.2,7.1
2021-12-31,Antananarivo,20.9,17.7,27.2,21.6
2022-01-01,Antananarivo,20.2,17.1,25.1,13.0
2022-01-02,Antananarivo,20.7,17.0,27.7,20.1
2022-01-03,Antananarivo,20.6,17.0,27.3,23.6
2022-01-04,Antananarivo,20.5,17.2,26.0,12.4
2022-01-05,Antananarivo,20.8,17.7,26.3,20.2
2022-01-06,Antananarivo,19.7,17.0,23.3,18.2
2022-01-07,Antananarivo,20.2,16.9,26.2,13.8
2022-01-08,Antananarivo,20.4,15.8,26.5,10.2
2022-01-09,Antananarivo,20.1,16.9,24.9,11.1
2022-01-10,Antananarivo,20.0,16.3,25.0,14.7
2022-01-11,Antananarivo,20.3,16.8,26.0,16.3
2022-01-12,Antananarivo,19.8,16.7,26.0,13.9
2022-01-13,Antananarivo,20.5,17.1,25.8,11.6
2022-01-14,Antananarivo,20.0,16.4,24.9,17.0
2022-01-15,Antananarivo,19.6,16.9,25.6,28.5
2022-01-16,Antananarivo,20.2,17.5,25.8,11.0
2022-01-17,Antananarivo,20.0,16.3,26.2,19.8
2022-01-18,Antananarivo,19.1,17.1,22.4,24.4
2022-01-19,Antananarivo,19.8,17.5,24.9,17.4
2022-01-20,Antananarivo,18.6,16.5,21.3,22.8
2022-01-21,Antananarivo,19.1,15.3,24.8,0.6
2022-01-22,Antananarivo,19.1,16.2,22.4,8.3
2022-01-23,Antananarivo,19.8,18.1,22.0,15.4
2022-01-24,Antananarivo,20.0,17.6,24.1,7.7
2022-01-25,Antananarivo,18.5,16.5,21.6,5.6
2022-01-26,Antananarivo,18.7,15.4,23.9,0.3
2022-01-27,Antananarivo,19.5,13.9,26.5,0.4
2022-01-28,Antananarivo,19.9,15.7,25.5,0.0
2022-01-29,Antananarivo,20.5,14.9,26.8,0.0
2022-01-30,Antananarivo,21.3,17.2,27.6,0.0
2022-01-31,Antananarivo,20.3,14.5,26.6,0.0
2022-02-01,Antananarivo,20.7,16.3,26.1,0.2
2022-02-02,Antananarivo,20.2,13.9,27.6,0.1
2022-02-03,Antananarivo,20.7,15.5,27.7,0.9
2022-02-04,Antananarivo,20.3,15.3,26.0,19.0
2022-02-05,Antananarivo,19.4,16.9,23.2,5.8
2022-02-06,Antananarivo,20.2,18.0,25.4,14.4
2022-02-07,Antananarivo,20.8,16.4,26.4,0.0
2022-02-08,Antananarivo,20.9,16.4,26.8,0.7
2022-02-09,Antananarivo,20.6,15.8,27.4,18.0
2022-02-10,Antananarivo,22.0,18.1,27.7,1.0
2022-02-11,Antananarivo,21.5,16.8,27.1,0.7
2022-02-12,Antananarivo,20.9,16.7,26.5,1.9
2022-02-13,Antananarivo,19.6,14.3,26.5,14.7
2022-02-14,Antananarivo,20.4,15.4,26.0,0.9
2022-02-15,Antananarivo,20.2,16.2,25.5,0.7
2022-02-16,Antananarivo,20.3,18.1,24.5,2.8
2022-02-17,Antananarivo,20.2,16.0,25.9,4.8
2022-02-18,Antananarivo,20.1,15.6,26.6,0.1
2022-02-19,Antananarivo,19.4,13.1,26.0,0.0
2022-02-20,Antananarivo,20.3,14.0,28.1,0.0
2022-02-21,Antananarivo,20.7,15.0,26.9,2.1
2022-02-22,Antananarivo,19.2,16.9,21.5,10.5
2022-02-23,Antananarivo,20.7,18.5,25.3,10.7
2022-02-24,Antananarivo,20.9,17.5,26.1,15.5
2022-02-25,Antananarivo,20.7,17.7,26.1,10.8
2022-02-26,Antananarivo,20.4,17.4,25.3,27.0
2022-02-27,Antananarivo,20.4,18.0,25.3,51.5
2022-02-28,Antananarivo,20.1,16.3,26.0,15.9
2022-03-01,Antananarivo,20.0,16.6,26.2,23.0
2022-03-02,Antananarivo,19.5,16.3,25.2,19.6
2022-03-03,Antananarivo,20.4,17.7,26.2,25.3
2022-03-04,Antananarivo,21.0,16.4,26.3,2.1
2022-03-05,Antananarivo,20.5,15.4,26.8,2.2
2022-03-06,Antananarivo,20.6,17.1,25.3,0.4
2022-03-07,Antananarivo,20.4,16.2,25.4,0.3
2022-03-08,Antananarivo,20.4,16.8,24.5,1.0
2022-03-09,Antananarivo,20.9,18.8,25.8,11.9
2022-03-10,Antananarivo,21.2,18.4,26.8,7.9
2022-03-11,Antananarivo,20.5,17.8,25.9,4.1
2022-03-12,Antananarivo,20.2,17.0,25.3,0.5
2022-03-13,Antananarivo,19.5,15.1,24.6,0.3
2022-03-14,Antananarivo,20.3,16.8,25.1,2.5
2022-03-15,Antananarivo,19.8,15.6,25.4,14.1
2022-03-16,Antananarivo,20.4,17.6,26.3,16.2
2022-03-17,Antananarivo,20.8,18.4,25.6,17.0
2022-03-18,Antananarivo,20.8,17.6,26.2,17.3
2022-03-19,Antananarivo,20.1,17.5,25.6,12.2
2022-03-20,Antananarivo,18.8,16.5,22.7,0.1
2022-03-21,Antananarivo,18.4,15.5,22.1,1.0
2022-03-22,Antananarivo,19.1,15.9,23.9,0.5
2022-03-23,Antananarivo,19.9,15.7,25.3,7.6
2022-03-24,Antananarivo,20.0,15.9,26.0,17.2
2022-03-25,Antananarivo,20.1,16.5,26.7,1.3
2022-03-26,Antananarivo,20.5,15.6,26.9,2.9
2022-03-27,Antananarivo,20.5,16.9,26.1,1.8
2022-03-28,Antananarivo,19.7,15.9,25.4,14.7
2022-03-29,Antananarivo,19.2,16.5,23.2,1.1
2022-03-30,Antananarivo,18.8,15.7,24.2,0.4
2022-03-31,Antananarivo,18.4,14.5,22.7,0.4
2022-04-01,Antananarivo,17.5,12.8,23.8,0.1
2022-04-02,Antananarivo,17.6,11.6,24.2,0.0
2022-04-03,Antananarivo,18.5,12.2,25.9,0.1
2022-04-04,Antananarivo,18.7,12.6,25.6,0.2
2022-04-05,Antananarivo,18.7,15.0,25.3,2.8
2022-04-06,Antananarivo,19.3,14.9,25.2,2.4
2022-04-07,Antananarivo,19.5,15.6,25.8,11.5
2022-04-08,Antananarivo,19.7,16.0,24.9,6.2
2022-04-09,Antananarivo,19.6,16.3,24.2,0.0
2022-04-10,Antananarivo,18.5,14.5,23.9,0.0
